EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7831456065177917,0.7955169677734375,0.8077049255371094,0.7831457853317261
1,0.7629637718200684,0.7879799604415894,0.7720291018486023,0.7629648447036743
2,0.7660929560661316,0.7857109308242798,0.7831264734268188,0.7660933136940002
3,0.7479109168052673,0.7627139687538147,0.7699205279350281,0.7479113936424255
4,0.7573689818382263,0.7706115245819092,0.7826008200645447,0.7573683857917786
5,0.742321252822876,0.7658582925796509,0.7548177242279053,0.742321252822876
6,0.7585241198539734,0.7767679691314697,0.7768131494522095,0.7585248351097107
7,0.7622649669647217,0.7855743765830994,0.7769783735275269,0.7622650861740112
8,0.7520765662193298,0.7788896560668945,0.7622000575065613,0.7520767450332642
9,0.7370167374610901,0.7451415657997131,0.7665620446205139,0.7370173335075378
10,0.7601585984230042,0.7828309535980225,0.7753027081489563,0.7601586580276489
11,0.7361671328544617,0.749184787273407,0.7629842758178711,0.7361670136451721
12,0.7600956559181213,0.7818765640258789,0.775217592716217,0.7600957751274109
13,0.768133282661438,0.7892223596572876,0.7825027108192444,0.7681333422660828
14,0.7402946949005127,0.7707313895225525,0.7546051144599915,0.7402937412261963
15,0.7447836995124817,0.7606046795845032,0.7668871879577637,0.7447840571403503
16,0.7315093874931335,0.7564595341682434,0.7488310933113098,0.7315089106559753
17,0.7669714689254761,0.7804222106933594,0.7958036661148071,0.7669703960418701
18,0.7747602462768555,0.7871620655059814,0.7993968725204468,0.7747600078582764
19,0.7437282800674438,0.7606016993522644,0.7690790891647339,0.7437276244163513
